File Path,Label,Class
Notes Datasets\16. G1\16-G1-17.wav,G1,35
Notes Datasets\16. G1\16-G1-18.wav,G1,35
Notes Datasets\16. G1\16-G1-19.wav,G1,35
Notes Datasets\16. G1\16-G1-2.wav,G1,35
Notes Datasets\16. G1\16-G1-20.wav,G1,35
Notes Datasets\16. G1\16-G1-21.wav,G1,35
Notes Datasets\16. G1\16-G1-22.wav,G1,35
Notes Datasets\16. G1\16-G1-23.wav,G1,35
Notes Datasets\16. G1\16-G1-24.wav,G1,35
Notes Datasets\16. G1\16-G1-25.wav,G1,35
Notes Datasets\16. G1\16-G1-26.wav,G1,35
Notes Datasets\16. G1\16-G1-27.wav,G1,35
Notes Datasets\16. G1\16-G1-28.wav,G1,35
Notes Datasets\16. G1\16-G1-29.wav,G1,35
Notes Datasets\16. G1\16-G1-3.wav,G1,35
Notes Datasets\16. G1\16-G1-30.wav,G1,35
Notes Datasets\16. G1\16-G1-31.wav,G1,35
Notes Datasets\16. G1\16-G1-32.wav,G1,35
Notes Datasets\16. G1\16-G1-33.wav,G1,35
Notes Datasets\16. G1\16-G1-34.wav,G1,35
Notes Datasets\16. G1\16-G1-35.wav,G1,35
Notes Datasets\16. G1\16-G1-36.wav,G1,35
Notes Datasets\16. G1\16-G1-37.wav,G1,35
Notes Datasets\16. G1\16-G1-38.wav,G1,35
Notes Datasets\16. G1\16-G1-39.wav,G1,35
Notes Datasets\16. G1\16-G1-4.wav,G1,35
Notes Datasets\16. G1\16-G1-40.wav,G1,35
Notes Datasets\16. G1\16-G1-41.wav,G1,35
Notes Datasets\16. G1\16-G1-42.wav,G1,35
Notes Datasets\16. G1\16-G1-43.wav,G1,35
Notes Datasets\16. G1\16-G1-44.wav,G1,35
Notes Datasets\16. G1\16-G1-45.wav,G1,35
Notes Datasets\16. G1\16-G1-46.wav,G1,35
Notes Datasets\16. G1\16-G1-47.wav,G1,35
Notes Datasets\16. G1\16-G1-48.wav,G1,35
Notes Datasets\16. G1\16-G1-49.wav,G1,35
Notes Datasets\16. G1\16-G1-5.wav,G1,35
Notes Datasets\16. G1\16-G1-50.wav,G1,35
Notes Datasets\16. G1\16-G1-51.wav,G1,35
Notes Datasets\16. G1\16-G1-52.wav,G1,35
Notes Datasets\16. G1\16-G1-53.wav,G1,35
Notes Datasets\16. G1\16-G1-54.wav,G1,35
Notes Datasets\16. G1\16-G1-55.wav,G1,35
Notes Datasets\16. G1\16-G1-56.wav,G1,35
Notes Datasets\16. G1\16-G1-6.wav,G1,35
Notes Datasets\16. G1\16-G1-7.wav,G1,35
Notes Datasets\16. G1\16-G1-8.wav,G1,35
Notes Datasets\16. G1\16-G1-9.wav,G1,35
Notes Datasets\16. G1\16-G1.wav,G1,35
Notes Datasets\16. G1\G1_C.wav,G1,35
Notes Datasets\16. G1\G1_FT.wav,G1,35
Notes Datasets\16. G1\GC_-16.wav,G1,35
Notes Datasets\16. G1\PC-16.wav,G1,35
Notes Datasets\16. G1\TC-16.wav,G1,35
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (1).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (10).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (11).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (12).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (13).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (14).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (15).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (16).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (17).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (18).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (19).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (2).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (20).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (21).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (22).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (23).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (24).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (25).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (26).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (27).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (28).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (29).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (3).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (30).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (31).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (32).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (33).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (34).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (35).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (36).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (37).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (38).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (39).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (4).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (40).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (41).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (42).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (43).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (44).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (45).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (46).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (47).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (48).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (49).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (5).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (50).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (51).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (52).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (53).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (54).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (55).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (56).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (57).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (58).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (59).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (6).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (60).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (61).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (7).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (8).wav,G-sharp 1,33
Notes Datasets\17. G-sharp 1\17-G-sharp-1 (9).wav,G-sharp 1,33
Notes Datasets\18. A1\18-A1-10.wav,A1,4
Notes Datasets\18. A1\18-A1-11.wav,A1,4
Notes Datasets\18. A1\18-A1-12.wav,A1,4
Notes Datasets\18. A1\18-A1-13.wav,A1,4
Notes Datasets\18. A1\18-A1-14.wav,A1,4
Notes Datasets\18. A1\18-A1-15.wav,A1,4
Notes Datasets\18. A1\18-A1-16.wav,A1,4
Notes Datasets\18. A1\18-A1-17.wav,A1,4
Notes Datasets\18. A1\18-A1-18.wav,A1,4
Notes Datasets\18. A1\18-A1-19.wav,A1,4
Notes Datasets\18. A1\18-A1-2.wav,A1,4
Notes Datasets\18. A1\18-A1-20.wav,A1,4
Notes Datasets\18. A1\18-A1-21.wav,A1,4
Notes Datasets\18. A1\18-A1-22.wav,A1,4
Notes Datasets\18. A1\18-A1-23.wav,A1,4
Notes Datasets\18. A1\18-A1-24.wav,A1,4
Notes Datasets\18. A1\18-A1-25.wav,A1,4
Notes Datasets\18. A1\18-A1-26.wav,A1,4
Notes Datasets\18. A1\18-A1-27.wav,A1,4
Notes Datasets\18. A1\18-A1-28.wav,A1,4
Notes Datasets\18. A1\18-A1-29.wav,A1,4
Notes Datasets\18. A1\18-A1-3.wav,A1,4
Notes Datasets\18. A1\18-A1-30.wav,A1,4
Notes Datasets\18. A1\18-A1-31.wav,A1,4
Notes Datasets\18. A1\18-A1-32.wav,A1,4
Notes Datasets\18. A1\18-A1-33.wav,A1,4
Notes Datasets\18. A1\18-A1-34.wav,A1,4
Notes Datasets\18. A1\18-A1-35.wav,A1,4
Notes Datasets\18. A1\18-A1-36.wav,A1,4
Notes Datasets\18. A1\18-A1-37.wav,A1,4
Notes Datasets\18. A1\18-A1-38.wav,A1,4
Notes Datasets\18. A1\18-A1-39.wav,A1,4
Notes Datasets\18. A1\18-A1-4.wav,A1,4
Notes Datasets\18. A1\18-A1-40.wav,A1,4
Notes Datasets\18. A1\18-A1-41.wav,A1,4
Notes Datasets\18. A1\18-A1-42.wav,A1,4
Notes Datasets\18. A1\18-A1-43.wav,A1,4
Notes Datasets\18. A1\18-A1-44.wav,A1,4
Notes Datasets\18. A1\18-A1-45.wav,A1,4
Notes Datasets\18. A1\18-A1-46.wav,A1,4
Notes Datasets\18. A1\18-A1-47.wav,A1,4
Notes Datasets\18. A1\18-A1-48.wav,A1,4
Notes Datasets\18. A1\18-A1-49.wav,A1,4
Notes Datasets\18. A1\18-A1-5.wav,A1,4
Notes Datasets\18. A1\18-A1-50.wav,A1,4
Notes Datasets\18. A1\18-A1-51.wav,A1,4
Notes Datasets\18. A1\18-A1-52.wav,A1,4
Notes Datasets\18. A1\18-A1-53.wav,A1,4
Notes Datasets\18. A1\18-A1-54.wav,A1,4
Notes Datasets\18. A1\18-A1-55.wav,A1,4
Notes Datasets\18. A1\18-A1-56.wav,A1,4
Notes Datasets\18. A1\18-A1-6.wav,A1,4
Notes Datasets\18. A1\18-A1-7.wav,A1,4
Notes Datasets\18. A1\18-A1-8.wav,A1,4
Notes Datasets\18. A1\18-A1-9.wav,A1,4
Notes Datasets\18. A1\18-A1.wav,A1,4
Notes Datasets\18. A1\A1_C.wav,A1,4
Notes Datasets\18. A1\A1_FT.wav,A1,4
Notes Datasets\18. A1\GC_-18.wav,A1,4
Notes Datasets\18. A1\PC-18.wav,A1,4
Notes Datasets\18. A1\TC-18.wav,A1,4
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (1).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (10).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (11).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (12).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (13).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (14).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (15).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (16).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (17).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (18).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (19).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (2).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (20).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (21).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (22).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (23).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (24).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (25).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (26).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (27).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (28).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (29).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (3).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (30).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (31).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (32).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (33).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (34).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (35).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (36).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (37).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (38).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (39).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (4).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (40).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (41).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (42).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (43).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (44).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (45).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (46).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (47).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (48).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (49).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (5).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (50).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (51).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (52).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (53).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (54).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (55).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (56).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (57).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (58).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (59).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (6).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (60).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (61).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (7).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (8).wav,A-sharp 1,2
Notes Datasets\19. A-sharp 1\19-A-sharp-1 (9).wav,A-sharp 1,2
Notes Datasets\2. F\02-F-10.wav,F,25
Notes Datasets\2. F\02-F-11.wav,F,25
Notes Datasets\2. F\02-F-12.wav,F,25
Notes Datasets\2. F\02-F-13.wav,F,25
Notes Datasets\2. F\02-F-14.wav,F,25
Notes Datasets\2. F\02-F-15.wav,F,25
Notes Datasets\2. F\02-F-16.wav,F,25
Notes Datasets\2. F\02-F-17.wav,F,25
Notes Datasets\2. F\02-F-18.wav,F,25
Notes Datasets\2. F\02-F-19.wav,F,25
Notes Datasets\2. F\02-F-2.wav,F,25
Notes Datasets\2. F\02-F-20.wav,F,25
Notes Datasets\2. F\02-F-21.wav,F,25
Notes Datasets\2. F\02-F-22.wav,F,25
Notes Datasets\2. F\02-F-23.wav,F,25
Notes Datasets\2. F\02-F-24.wav,F,25
Notes Datasets\2. F\02-F-25.wav,F,25
Notes Datasets\2. F\02-F-26.wav,F,25
Notes Datasets\2. F\02-F-27.wav,F,25
Notes Datasets\2. F\02-F-28.wav,F,25
Notes Datasets\2. F\02-F-29.wav,F,25
Notes Datasets\2. F\02-F-3.wav,F,25
Notes Datasets\2. F\02-F-30.wav,F,25
Notes Datasets\2. F\02-F-31.wav,F,25
Notes Datasets\2. F\02-F-32.wav,F,25
Notes Datasets\2. F\02-F-33.wav,F,25
Notes Datasets\2. F\02-F-34.wav,F,25
Notes Datasets\2. F\02-F-35.wav,F,25
Notes Datasets\2. F\02-F-36.wav,F,25
Notes Datasets\2. F\02-F-37.wav,F,25
Notes Datasets\2. F\02-F-38.wav,F,25
Notes Datasets\2. F\02-F-39.wav,F,25
Notes Datasets\2. F\02-F-4.wav,F,25
Notes Datasets\2. F\02-F-40.wav,F,25
Notes Datasets\2. F\02-F-41.wav,F,25
Notes Datasets\2. F\02-F-42.wav,F,25
Notes Datasets\2. F\02-F-43.wav,F,25
Notes Datasets\2. F\02-F-44.wav,F,25
Notes Datasets\2. F\02-F-45.wav,F,25
Notes Datasets\2. F\02-F-46.wav,F,25
Notes Datasets\2. F\02-F-47.wav,F,25
Notes Datasets\2. F\02-F-48.wav,F,25
Notes Datasets\2. F\02-F-49.wav,F,25
Notes Datasets\2. F\02-F-5.wav,F,25
Notes Datasets\2. F\02-F-50.wav,F,25
Notes Datasets\2. F\02-F-51.wav,F,25
Notes Datasets\2. F\02-F-52.wav,F,25
Notes Datasets\2. F\02-F-53.wav,F,25
Notes Datasets\2. F\02-F-54.wav,F,25
Notes Datasets\2. F\02-F-55.wav,F,25
Notes Datasets\2. F\02-F-56.wav,F,25
Notes Datasets\2. F\02-F-6.wav,F,25
Notes Datasets\2. F\02-F-7.wav,F,25
Notes Datasets\2. F\02-F-8.wav,F,25
Notes Datasets\2. F\02-F-9.wav,F,25
Notes Datasets\2. F\02-F.wav,F,25
Notes Datasets\2. F\F.wav,F,25
Notes Datasets\2. F\F_C.wav,F,25
Notes Datasets\2. F\F_FT.wav,F,25
Notes Datasets\2. F\GC_-02.wav,F,25
Notes Datasets\2. F\PC-02.wav,F,25
Notes Datasets\2. F\TC-02.wav,F,25
Notes Datasets\20. B1\20-B1-10.wav,B1,7
Notes Datasets\20. B1\20-B1-11.wav,B1,7
Notes Datasets\20. B1\20-B1-12.wav,B1,7
Notes Datasets\20. B1\20-B1-13.wav,B1,7
Notes Datasets\20. B1\20-B1-14.wav,B1,7
Notes Datasets\20. B1\20-B1-15.wav,B1,7
Notes Datasets\20. B1\20-B1-16.wav,B1,7
Notes Datasets\20. B1\20-B1-17.wav,B1,7
Notes Datasets\20. B1\20-B1-18.wav,B1,7
Notes Datasets\20. B1\20-B1-19.wav,B1,7
Notes Datasets\20. B1\20-B1-2.wav,B1,7
Notes Datasets\20. B1\20-B1-20.wav,B1,7
Notes Datasets\20. B1\20-B1-21.wav,B1,7
Notes Datasets\20. B1\20-B1-22.wav,B1,7
Notes Datasets\20. B1\20-B1-23.wav,B1,7
Notes Datasets\20. B1\20-B1-24.wav,B1,7
Notes Datasets\20. B1\20-B1-25.wav,B1,7
Notes Datasets\20. B1\20-B1-26.wav,B1,7
Notes Datasets\20. B1\20-B1-27.wav,B1,7
Notes Datasets\20. B1\20-B1-28.wav,B1,7
Notes Datasets\20. B1\20-B1-29.wav,B1,7
Notes Datasets\20. B1\20-B1-3.wav,B1,7
Notes Datasets\20. B1\20-B1-30.wav,B1,7
Notes Datasets\20. B1\20-B1-31.wav,B1,7
Notes Datasets\20. B1\20-B1-32.wav,B1,7
Notes Datasets\20. B1\20-B1-33.wav,B1,7
Notes Datasets\20. B1\20-B1-34.wav,B1,7
Notes Datasets\20. B1\20-B1-35.wav,B1,7
Notes Datasets\20. B1\20-B1-36.wav,B1,7
Notes Datasets\20. B1\20-B1-37.wav,B1,7
Notes Datasets\20. B1\20-B1-38.wav,B1,7
Notes Datasets\20. B1\20-B1-39.wav,B1,7
Notes Datasets\20. B1\20-B1-4.wav,B1,7
Notes Datasets\20. B1\20-B1-40.wav,B1,7
Notes Datasets\20. B1\20-B1-41.wav,B1,7
Notes Datasets\20. B1\20-B1-42.wav,B1,7
Notes Datasets\20. B1\20-B1-43.wav,B1,7
Notes Datasets\20. B1\20-B1-44.wav,B1,7
Notes Datasets\20. B1\20-B1-45.wav,B1,7
Notes Datasets\20. B1\20-B1-46.wav,B1,7
Notes Datasets\20. B1\20-B1-47.wav,B1,7
Notes Datasets\20. B1\20-B1-48.wav,B1,7
Notes Datasets\20. B1\20-B1-49.wav,B1,7
Notes Datasets\20. B1\20-B1-5.wav,B1,7
Notes Datasets\20. B1\20-B1-50.wav,B1,7
Notes Datasets\20. B1\20-B1-51.wav,B1,7
Notes Datasets\20. B1\20-B1-52.wav,B1,7
Notes Datasets\20. B1\20-B1-53.wav,B1,7
Notes Datasets\20. B1\20-B1-54.wav,B1,7
Notes Datasets\20. B1\20-B1-55.wav,B1,7
Notes Datasets\20. B1\20-B1-56.wav,B1,7
Notes Datasets\20. B1\20-B1-6.wav,B1,7
Notes Datasets\20. B1\20-B1-7.wav,B1,7
Notes Datasets\20. B1\20-B1-8.wav,B1,7
Notes Datasets\20. B1\20-B1-9.wav,B1,7
Notes Datasets\20. B1\20-B1.wav,B1,7
Notes Datasets\20. B1\B1_C.wav,B1,7
Notes Datasets\20. B1\B1_FT.wav,B1,7
Notes Datasets\20. B1\GC_-20.wav,B1,7
Notes Datasets\20. B1\PC-20.wav,B1,7
Notes Datasets\20. B1\TC-20.wav,B1,7
Notes Datasets\21. C1\21-C1-10.wav,C1,13
Notes Datasets\21. C1\21-C1-11.wav,C1,13
Notes Datasets\21. C1\21-C1-12.wav,C1,13
Notes Datasets\21. C1\21-C1-13.wav,C1,13
Notes Datasets\21. C1\21-C1-14.wav,C1,13
Notes Datasets\21. C1\21-C1-15.wav,C1,13
Notes Datasets\21. C1\21-C1-16.wav,C1,13
Notes Datasets\21. C1\21-C1-17.wav,C1,13
Notes Datasets\21. C1\21-C1-18.wav,C1,13
Notes Datasets\21. C1\21-C1-19.wav,C1,13
Notes Datasets\21. C1\21-C1-2.wav,C1,13
Notes Datasets\21. C1\21-C1-20.wav,C1,13
Notes Datasets\21. C1\21-C1-21.wav,C1,13
Notes Datasets\21. C1\21-C1-22.wav,C1,13
Notes Datasets\21. C1\21-C1-23.wav,C1,13
Notes Datasets\21. C1\21-C1-24.wav,C1,13
Notes Datasets\21. C1\21-C1-25.wav,C1,13
Notes Datasets\21. C1\21-C1-26.wav,C1,13
Notes Datasets\21. C1\21-C1-27.wav,C1,13
Notes Datasets\21. C1\21-C1-28.wav,C1,13
Notes Datasets\21. C1\21-C1-29.wav,C1,13
Notes Datasets\21. C1\21-C1-3.wav,C1,13
Notes Datasets\21. C1\21-C1-30.wav,C1,13
Notes Datasets\21. C1\21-C1-31.wav,C1,13
Notes Datasets\21. C1\21-C1-32.wav,C1,13
Notes Datasets\21. C1\21-C1-33.wav,C1,13
Notes Datasets\21. C1\21-C1-34.wav,C1,13
Notes Datasets\21. C1\21-C1-35.wav,C1,13
Notes Datasets\21. C1\21-C1-36.wav,C1,13
Notes Datasets\21. C1\21-C1-37.wav,C1,13
Notes Datasets\21. C1\21-C1-38.wav,C1,13
Notes Datasets\21. C1\21-C1-39.wav,C1,13
Notes Datasets\21. C1\21-C1-4.wav,C1,13
Notes Datasets\21. C1\21-C1-40.wav,C1,13
Notes Datasets\21. C1\21-C1-41.wav,C1,13
Notes Datasets\21. C1\21-C1-42.wav,C1,13
Notes Datasets\21. C1\21-C1-43.wav,C1,13
Notes Datasets\21. C1\21-C1-44.wav,C1,13
Notes Datasets\21. C1\21-C1-45.wav,C1,13
Notes Datasets\21. C1\21-C1-46.wav,C1,13
Notes Datasets\21. C1\21-C1-47.wav,C1,13
Notes Datasets\21. C1\21-C1-48.wav,C1,13
Notes Datasets\21. C1\21-C1-49.wav,C1,13
Notes Datasets\21. C1\21-C1-5.wav,C1,13
Notes Datasets\21. C1\21-C1-50.wav,C1,13
Notes Datasets\21. C1\21-C1-51.wav,C1,13
Notes Datasets\21. C1\21-C1-52.wav,C1,13
Notes Datasets\21. C1\21-C1-53.wav,C1,13
Notes Datasets\21. C1\21-C1-54.wav,C1,13
Notes Datasets\21. C1\21-C1-55.wav,C1,13
Notes Datasets\21. C1\21-C1-56.wav,C1,13
Notes Datasets\21. C1\21-C1-6.wav,C1,13
Notes Datasets\21. C1\21-C1-7.wav,C1,13
Notes Datasets\21. C1\21-C1-8.wav,C1,13
Notes Datasets\21. C1\21-C1-9.wav,C1,13
Notes Datasets\21. C1\21-C1.wav,C1,13
Notes Datasets\21. C1\C1_C.wav,C1,13
Notes Datasets\21. C1\C1_FT.wav,C1,13
Notes Datasets\21. C1\GC_-21.wav,C1,13
Notes Datasets\21. C1\PC-21.wav,C1,13
Notes Datasets\21. C1\TC-21.wav,C1,13
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (1).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (10).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (11).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (12).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (13).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (14).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (15).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (16).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (17).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (18).wav,C-sharp 1,11
Notes Datasets\22. C-sharp 1\22-C-sharp-1 (19).wav,C-sharp 1,11
